hospitalID,nursesCommunicateWell,doctorsCommunicateWell,receivedImmediateHelp,painManagedByTreatment,staffExplainedMedications,bathroomsAlwaysClean,givenInformationAboutRecovery,rateHospitalPositively
170188,0.88,0.89,0.87,0.79,0.81,0.82,0.94,0.88
170190,0.92,0.92,0.92,0.86,0.76,0.87,0.93,0.93
170191,0.77,0.81,0.71,0.70,0.62,0.74,0.85,0.72
170194,0.92,0.82,0.86,0.86,0.79,0.89,0.87,0.90
170196,0.76,0.80,0.65,0.69,0.64,0.67,0.86,0.75
170197,0.79,0.83,0.68,0.69,0.65,0.76,0.91,0.81
170198,0.87,0.86,0.85,0.75,0.73,0.83,0.93,0.89
170199,0.93,0.92,0.94,0.80,0.95,0.86,0.94,0.88
170200,0.84,0.85,0.70,0.78,0.65,0.75,0.85,0.86
170203,,,,,,,,
171300,,,,,,,,
171301,,,,,,,,
171302,,,,,,,,
171304,,,,,,,,
171306,,,,,,,,
171307,,,,,,,,
171308,,,,,,,,
171310,,,,,,,,
171312,,,,,,,,
171313,,,,,,,,
171314,,,,,,,,
171315,,,,,,,,
171316,0.91,0.95,0.93,0.81,0.83,0.92,0.88,0.83
171317,,,,,,,,
171318,,,,,,,,
171319,,,,,,,,
171321,0.82,0.90,0.78,0.72,0.71,0.82,0.91,0.83
171322,,,,,,,,
171323,,,,,,,,
171324,,,,,,,,
171325,,,,,,,,
171327,0.75,0.90,0.79,0.64,0.53,0.92,0.77,0.86
171328,,,,,,,,
171330,,,,,,,,
171331,,,,,,,,
171333,,,,,,,,
171334,,,,,,,,
171335,,,,,,,,
171336,,,,,,,,
171337,0.83,0.84,0.85,0.69,0.66,0.88,0.79,0.85
171338,0.85,0.92,0.78,0.70,0.68,0.75,0.88,0.84
171339,,,,,,,,
171340,,,,,,,,
171341,,,,,,,,
171342,,,,,,,,
171343,,,,,,,,
171344,0.85,0.93,0.83,0.87,0.70,0.90,0.91,0.87
171345,,,,,,,,
171346,,,,,,,,
171347,,,,,,,,
171348,,,,,,,,
171349,,,,,,,,
171350,,,,,,,,
171351,,,,,,,,
171352,,,,,,,,
171353,,,,,,,,
171354,0.82,0.87,0.66,0.76,0.60,0.77,0.84,0.69
171355,,,,,,,,
171356,,,,,,,,
171357,,,,,,,,
171358,,,,,,,,
171359,0.83,0.88,0.78,0.75,0.70,0.85,0.72,0.83
171361,,,,,,,,
171362,,,,,,,,
171363,,,,,,,,
171364,,,,,,,,
171365,,,,,,,,
171366,,,,,,,,
171367,,,,,,,,
171368,,,,,,,,
171369,,,,,,,,
171370,,,,,,,,
171371,,,,,,,,
171372,,,,,,,,
171373,0.78,0.86,0.71,0.70,0.62,0.72,0.87,0.61
171374,,,,,,,,
171375,,,,,,,,
171376,0.86,0.92,0.84,0.77,0.73,0.89,0.87,0.86
171377,,,,,,,,
171378,0.83,0.88,0.78,0.74,0.70,0.77,0.82,0.80
171379,0.83,0.86,0.75,0.67,0.61,0.76,0.74,0.80
171380,0.86,0.88,0.72,0.78,0.72,0.86,0.93,0.84
171381,0.85,0.89,0.70,0.80,0.69,0.77,0.87,0.77
171382,0.79,0.87,0.73,0.76,0.69,0.67,0.88,0.70
171383,0.81,0.78,0.71,0.70,0.65,0.74,0.84,0.75
173300,,,,,,,,
180001,0.78,0.78,0.67,0.71,0.66,0.76,0.87,0.67
180002,0.83,0.89,0.76,0.72,0.68,0.78,0.87,0.74
180004,0.84,0.85,0.69,0.76,0.68,0.76,0.84,0.67
180005,0.79,0.85,0.62,0.70,0.62,0.65,0.82,0.61
180009,0.81,0.82,0.66,0.69,0.63,0.69,0.81,0.73
180010,0.78,0.79,0.63,0.72,0.62,0.70,0.86,0.72
180011,0.83,0.84,0.75,0.77,0.67,0.78,0.85,0.79
180012,0.80,0.82,0.60,0.70,0.63,0.70,0.83,0.65
180013,0.77,0.80,0.63,0.71,0.65,0.70,0.86,0.71
180016,0.77,0.79,0.62,0.70,0.66,0.74,0.83,0.67
180017,0.82,0.84,0.72,0.68,0.58,0.83,0.81,0.68
180018,0.84,0.83,0.70,0.70,0.73,0.78,0.89,0.71
180019,0.78,0.79,0.64,0.69,0.63,0.73,0.84,0.64
180020,0.81,0.89,0.72,0.73,0.65,0.73,0.86,0.71
180021,0.77,0.86,0.74,0.70,0.55,0.81,0.83,0.73
180024,0.75,0.81,0.64,0.68,0.64,0.72,0.82,0.65
180025,0.79,0.82,0.66,0.72,0.64,0.73,0.88,0.75
180027,0.81,0.86,0.68,0.73,0.62,0.76,0.86,0.70
180029,0.78,0.84,0.64,0.70,0.60,0.66,0.84,0.67
180035,0.80,0.80,0.67,0.71,0.67,0.69,0.88,0.75
180036,0.83,0.85,0.68,0.74,0.68,0.73,0.87,0.78
180038,0.81,0.82,0.65,0.70,0.63,0.67,0.87,0.72
180040,0.73,0.78,0.54,0.66,0.59,0.60,0.84,0.64
180043,0.84,0.84,0.72,0.70,0.69,0.76,0.85,0.65
180044,0.85,0.89,0.73,0.76,0.73,0.78,0.90,0.79
180045,0.77,0.78,0.65,0.71,0.63,0.68,0.86,0.67
180046,0.84,0.82,0.72,0.68,0.65,0.69,0.84,0.68
180048,0.80,0.82,0.67,0.71,0.61,0.74,0.81,0.70
180049,0.78,0.79,0.67,0.70,0.60,0.79,0.86,0.65
180050,0.79,0.81,0.68,0.70,0.64,0.73,0.82,0.68
180051,0.73,0.77,0.60,0.68,0.60,0.72,0.84,0.57
180053,0.79,0.86,0.73,0.72,0.68,0.77,0.88,0.77
180056,0.83,0.85,0.68,0.71,0.64,0.76,0.80,0.69
180064,0.81,0.82,0.69,0.78,0.67,0.81,0.88,0.76
180066,0.83,0.87,0.70,0.73,0.69,0.81,0.89,0.69
180067,0.81,0.79,0.70,0.71,0.65,0.75,0.85,0.72
180069,0.81,0.86,0.73,0.74,0.70,0.76,0.81,0.76
180070,0.81,0.85,0.69,0.72,0.62,0.81,0.78,0.72
180078,0.77,0.82,0.57,0.64,0.62,0.74,0.81,0.61
180079,0.87,0.86,0.72,0.75,0.66,0.83,0.87,0.79
180080,0.77,0.83,0.66,0.72,0.62,0.68,0.85,0.69
180087,0.82,0.87,0.69,0.73,0.66,0.77,0.85,0.70
180088,0.77,0.79,0.63,0.69,0.61,0.68,0.84,0.68
180092,0.76,0.83,0.64,0.67,0.63,0.72,0.86,0.72
180093,0.77,0.78,0.67,0.68,0.60,0.66,0.86,0.60
180095,0.81,0.86,0.66,0.75,0.68,0.69,0.78,0.67
180101,0.81,0.86,0.65,0.72,0.70,0.73,0.89,0.71
180102,0.77,0.81,0.62,0.68,0.61,0.73,0.82,0.73
180103,0.83,0.84,0.64,0.76,0.65,0.75,0.89,0.78
180104,0.82,0.80,0.68,0.72,0.63,0.73,0.86,0.74
180105,0.81,0.88,0.66,0.65,0.60,0.79,0.81,0.70
180106,0.86,0.97,0.76,0.80,0.67,0.90,0.85,0.85
180115,0.89,0.88,0.76,0.79,0.69,0.87,0.84,0.82
180116,0.77,0.83,0.60,0.69,0.57,0.73,0.85,0.72
180117,0.79,0.86,0.70,0.74,0.68,0.78,0.83,0.69
180124,0.80,0.84,0.65,0.71,0.67,0.77,0.87,0.73
180127,0.76,0.82,0.64,0.69,0.65,0.66,0.84,0.68
180128,0.80,0.86,0.69,0.71,0.70,0.80,0.85,0.68
180130,0.80,0.82,0.66,0.74,0.65,0.67,0.88,0.80
180132,0.74,0.80,0.61,0.68,0.56,0.68,0.82,0.60
180138,0.82,0.81,0.70,0.74,0.67,0.73,0.87,0.76
180139,0.81,0.83,0.72,0.74,0.64,0.73,0.83,0.72
180141,0.80,0.78,0.63,0.70,0.63,0.67,0.84,0.73
180143,0.76,0.81,0.63,0.69,0.63,0.65,0.87,0.70
180149,1.00,1.00,0.99,1.00,0.98,0.96,1.00,0.92
181301,0.90,0.92,0.76,0.83,0.77,0.87,0.88,0.78
181302,,,,,,,,
181303,,,,,,,,
181304,0.82,0.83,0.77,0.88,0.70,0.75,0.86,0.66
181305,0.82,0.89,0.75,0.74,0.73,0.80,0.82,0.77
181306,0.80,0.85,0.68,0.71,0.65,0.73,0.80,0.67
181307,0.93,0.96,0.86,0.90,0.86,0.94,0.97,0.85
181308,0.81,0.80,0.72,0.77,0.80,0.67,0.88,0.62
181309,0.84,0.94,0.64,0.71,0.57,0.87,0.88,0.77
181310,,,,,,,,
181311,0.93,0.97,0.87,0.82,0.72,0.88,0.91,0.87
181312,,,,,,,,
181314,,,,,,,,
181315,0.80,0.82,0.72,0.59,0.62,0.75,0.83,0.69
181316,,,,,,,,
181317,,,,,,,,
181318,,,,,,,,
181319,,,,,,,,
181320,,,,,,,,
181321,,,,,,,,
181322,,,,,,,,
181323,0.77,0.90,0.67,0.70,0.64,0.68,0.84,0.66
181324,,,,,,,,
181325,0.79,0.95,0.72,0.73,0.61,0.80,0.90,0.70
181327,,,,,,,,
181328,,,,,,,,
181329,0.84,0.89,0.75,0.74,0.77,0.79,0.89,0.79
181330,0.87,0.92,0.76,0.82,0.74,0.88,0.79,0.77
181331,0.86,0.92,0.83,0.80,0.58,0.80,0.86,0.80
190001,0.81,0.84,0.70,0.75,0.67,0.74,0.85,0.73
190002,0.89,0.88,0.76,0.79,0.73,0.79,0.87,0.82
190003,0.75,0.84,0.63,0.71,0.56,0.72,0.83,0.66
190004,0.88,0.89,0.74,0.76,0.69,0.82,0.88,0.80
190005,0.70,0.79,0.45,0.62,0.57,0.60,0.81,0.56
190006,0.84,0.87,0.68,0.75,0.62,0.78,0.79,0.75
190007,0.76,0.84,0.64,0.66,0.64,0.68,0.81,0.54
190008,0.82,0.83,0.64,0.72,0.65,0.72,0.84,0.68
190009,0.78,0.78,0.64,0.72,0.65,0.65,0.83,0.69
190011,0.76,0.83,0.60,0.68,0.67,0.74,0.77,0.66
190013,0.82,0.83,0.71,0.76,0.68,0.72,0.86,0.75
190014,0.75,0.85,0.61,0.69,0.57,0.64,0.84,0.62
190015,0.83,0.82,0.69,0.72,0.68,0.76,0.85,0.69
190017,0.76,0.83,0.57,0.68,0.56,0.72,0.81,0.67
190019,0.79,0.81,0.59,0.71,0.61,0.68,0.80,0.69
190020,0.82,0.87,0.64,0.73,0.63,0.66,0.84,0.67
190025,0.76,0.88,0.69,0.72,0.70,0.78,0.85,0.65
190026,0.76,0.81,0.57,0.69,0.62,0.63,0.84,0.67
190027,0.78,0.85,0.60,0.69,0.60,0.65,0.82,0.66
190034,0.84,0.87,0.78,0.75,0.68,0.79,0.81,0.70
190036,0.73,0.78,0.53,0.64,0.58,0.59,0.83,0.63
190039,0.81,0.83,0.69,0.73,0.64,0.71,0.87,0.74
190040,0.78,0.81,0.65,0.72,0.61,0.68,0.84,0.68
190041,0.77,0.85,0.62,0.70,0.65,0.66,0.83,0.69
190044,0.73,0.86,0.54,0.66,0.61,0.60,0.78,0.53
190045,0.84,0.85,0.69,0.76,0.66,0.70,0.89,0.81
190046,0.78,0.84,0.59,0.70,0.61,0.64,0.87,0.72
190050,0.79,0.87,0.65,0.75,0.62,0.72,0.88,0.68
190053,0.83,0.88,0.72,0.78,0.70,0.76,0.89,0.73
190054,0.86,0.90,0.73,0.76,0.67,0.77,0.84,0.71
190060,0.81,0.86,0.64,0.73,0.67,0.70,0.83,0.71
190064,0.82,0.87,0.60,0.74,0.63,0.64,0.86,0.72
190065,0.80,0.84,0.63,0.71,0.65,0.70,0.83,0.75
190079,0.79,0.83,0.72,0.68,0.60,0.79,0.86,0.71
190081,0.80,0.92,0.72,0.74,0.64,0.69,0.83,0.68
190086,0.77,0.82,0.59,0.71,0.63,0.67,0.84,0.62
190088,0.83,0.87,0.76,0.79,0.71,0.76,0.83,0.71
190090,0.78,0.71,0.66,0.66,0.66,0.75,0.77,0.62
190098,0.76,0.80,0.61,0.67,0.61,0.58,0.80,0.65
190099,0.75,0.82,0.54,0.60,0.64,0.73,0.77,0.58
190102,0.83,0.85,0.67,0.76,0.67,0.77,0.83,0.78
190106,0.78,0.94,0.58,0.63,0.72,0.66,0.83,0.51
190111,0.80,0.85,0.67,0.74,0.65,0.71,0.86,0.72
190114,0.81,0.91,0.63,0.70,0.66,0.69,0.84,0.72
190116,0.77,0.86,0.69,0.72,0.61,0.74,0.77,0.65
190118,0.83,0.90,0.81,0.76,0.69,0.75,0.85,0.75
190125,0.81,0.86,0.64,0.72,0.65,0.70,0.79,0.70
190128,0.79,0.84,0.67,0.73,0.65,0.75,0.92,0.80
190133,0.90,0.96,0.87,0.78,0.76,0.82,0.88,0.77
190140,0.81,0.87,0.77,0.70,0.65,0.75,0.84,0.67
190144,0.81,0.86,0.68,0.73,0.67,0.66,0.86,0.77
190145,0.84,0.87,0.85,0.79,0.69,0.83,0.80,0.73
190146,0.82,0.85,0.61,0.74,0.63,0.65,0.84,0.75
190151,0.86,0.93,0.75,0.78,0.77,0.86,0.80,0.73
190160,0.79,0.85,0.66,0.72,0.65,0.68,0.78,0.70
190161,0.91,0.86,0.84,0.87,0.76,0.82,0.87,0.82
190164,0.77,0.84,0.65,0.75,0.67,0.61,0.82,0.64
190167,0.77,0.88,0.64,0.71,0.66,0.71,0.88,0.70
190175,0.83,0.88,0.66,0.69,0.66,0.60,0.88,0.64
190176,0.76,0.84,0.62,0.69,0.64,0.63,0.85,0.68
190177,0.76,0.81,0.62,0.72,0.61,0.65,0.86,0.69
190183,0.83,0.87,0.60,0.75,0.67,0.73,0.83,0.73
190184,0.94,0.96,0.88,0.84,0.76,0.93,0.89,0.85
190190,0.85,0.96,0.77,0.82,0.65,0.75,0.84,0.82
190199,,,,,,,,
190201,0.83,0.86,0.72,0.77,0.68,0.71,0.88,0.80
190202,0.82,0.79,0.63,0.72,0.66,0.66,0.86,0.74
190204,0.77,0.81,0.61,0.68,0.56,0.60,0.83,0.62
190205,0.76,0.83,0.62,0.71,0.61,0.67,0.85,0.69
190208,0.83,0.95,0.71,0.78,0.73,0.70,0.77,0.70
190218,0.81,0.92,0.70,0.63,0.59,0.70,0.83,0.65
190236,0.81,0.84,0.71,0.75,0.67,0.75,0.86,0.76
190241,0.90,0.89,0.89,0.83,0.81,0.90,0.89,0.86
190242,0.84,0.86,0.71,0.69,0.67,0.78,0.86,0.76
190245,0.89,0.90,0.89,0.77,0.75,0.78,0.84,0.86
190246,0.91,0.87,0.90,0.82,0.80,0.85,0.85,0.87
190250,0.86,0.85,0.75,0.77,0.67,0.73,0.85,0.84
190251,0.93,0.92,0.92,0.81,0.76,0.85,0.90,0.94
190255,0.93,0.96,0.89,0.92,0.86,0.91,0.89,0.94
190256,0.90,0.92,0.96,0.79,0.68,0.76,0.88,0.88
190257,0.91,0.95,0.90,0.86,0.82,0.83,0.86,0.91
190259,0.88,0.90,0.82,0.79,0.80,0.85,0.89,0.87
190261,0.89,0.89,0.87,0.84,0.80,0.83,0.91,0.88
190263,0.94,0.91,0.89,0.85,0.83,0.88,0.87,0.92
190266,0.90,0.87,0.82,0.79,0.69,0.83,0.88,0.86
190267,0.91,0.90,0.87,0.81,0.80,0.88,0.92,0.86
190268,0.96,0.97,0.92,0.86,0.98,0.92,0.95,0.97
190270,0.91,0.88,0.86,0.83,0.70,0.83,0.88,0.89
190274,0.78,0.80,0.61,0.69,0.58,0.62,0.85,0.66
190278,0.89,0.88,0.89,0.79,0.75,0.84,0.92,0.90
190297,0.86,0.90,0.79,0.90,0.80,0.84,0.89,0.88
190298,0.94,0.89,0.86,0.84,0.83,0.86,0.86,0.91
190303,0.91,0.88,0.85,0.82,0.76,0.87,0.88,0.91
190304,,,,,,,,
190307,,,,,,,,
190308,,,,,,,,
191300,,,,,,,,
191301,0.87,0.95,0.73,0.69,0.72,0.94,0.78,0.75
191302,,,,,,,,
191303,0.98,0.99,1.00,0.90,0.93,0.97,0.98,0.92
191304,,,,,,,,
191305,0.83,0.86,0.68,0.87,0.67,0.81,0.87,0.82
191306,0.85,0.93,0.83,0.70,0.76,0.89,0.89,0.83
191309,,,,,,,,
191310,0.85,0.88,0.74,0.73,0.69,0.84,0.89,0.81
191312,,,,,,,,
191313,,,,,,,,
191315,,,,,,,,
191316,,,,,,,,
191317,0.83,0.86,0.69,0.72,0.71,0.70,0.82,0.69
191318,,,,,,,,
191320,,,,,,,,
191321,0.81,0.82,0.64,0.66,0.61,0.83,0.83,0.69
191322,,,,,,,,
191323,0.90,0.94,0.82,0.80,0.80,0.79,0.87,0.85
191324,0.79,0.83,0.65,0.70,0.66,0.77,0.84,0.67
191325,0.91,0.95,0.80,0.85,0.84,0.90,0.91,0.81
191326,,,,,,,,
200001,0.80,0.82,0.65,0.72,0.67,0.78,0.93,0.76
200002,0.84,0.84,0.74,0.71,0.70,0.77,0.88,0.81
200008,0.83,0.84,0.66,0.70,0.68,0.73,0.92,0.79
200009,0.79,0.81,0.63,0.72,0.65,0.74,0.86,0.76
200018,0.75,0.76,0.62,0.66,0.61,0.77,0.85,0.65
200019,0.78,0.79,0.59,0.69,0.62,0.69,0.85,0.69
200020,0.88,0.90,0.73,0.75,0.75,0.82,0.90,0.83
200021,0.81,0.84,0.72,0.74,0.65,0.76,0.89,0.80
200024,0.81,0.79,0.66,0.71,0.66,0.77,0.88,0.73
200025,0.83,0.88,0.74,0.72,0.72,0.85,0.93,0.80
200031,0.84,0.83,0.80,0.77,0.71,0.74,0.90,0.75
200033,0.80,0.78,0.64,0.69,0.64,0.75,0.87,0.69
200034,0.82,0.83,0.70,0.69,0.66,0.80,0.86,0.76
200037,0.79,0.80,0.65,0.68,0.66,0.77,0.89,0.67
200039,0.81,0.82,0.66,0.71,0.65,0.77,0.87,0.67
200040,0.75,0.82,0.65,0.63,0.65,0.73,0.84,0.60
200041,0.83,0.83,0.74,0.71,0.67,0.86,0.91,0.74
200050,0.82,0.84,0.73,0.76,0.70,0.86,0.90,0.77
200052,0.86,0.87,0.76,0.73,0.68,0.80,0.86,0.70
200063,0.78,0.83,0.66,0.69,0.60,0.71,0.88,0.67
201300,0.83,0.81,0.78,0.75,0.74,0.91,0.92,0.76
201301,0.87,0.90,0.77,0.82,0.76,0.79,0.91,0.87
201302,,,,,,,,
201303,0.82,0.81,0.74,0.73,0.66,0.83,0.86,0.72
201304,0.91,0.93,0.86,0.84,0.74,0.85,0.96,0.89
201305,0.85,0.87,0.79,0.84,0.73,0.84,0.92,0.78
201306,0.81,0.80,0.69,0.69,0.63,0.82,0.89,0.77
201307,0.89,0.87,0.81,0.79,0.76,0.88,0.89,0.82
201308,0.86,0.88,0.80,0.72,0.72,0.85,0.85,0.72
201309,0.83,0.83,0.74,0.72,0.76,0.90,0.90,0.73
201310,0.82,0.80,0.71,0.71,0.71,0.81,0.92,0.72
201311,0.84,0.86,0.75,0.76,0.72,0.78,0.86,0.65
201312,0.80,0.79,0.71,0.72,0.63,0.81,0.88,0.74
201313,0.74,0.68,0.69,0.64,0.62,0.65,0.88,0.62
201314,0.83,0.87,0.73,0.71,0.74,0.83,0.89,0.76
201315,0.82,0.82,0.73,0.72,0.75,0.81,0.93,0.72
210001,0.77,0.77,0.59,0.69,0.55,0.66,0.85,0.69
210002,0.76,0.80,0.60,0.69,0.63,0.62,0.88,0.69
210003,0.63,0.74,0.43,0.59,0.51,0.60,0.79,0.48
210004,0.71,0.75,0.54,0.65,0.55,0.59,0.80,0.65
210005,0.79,0.78,0.60,0.71,0.60,0.73,0.86,0.68
210006,0.79,0.79,0.62,0.71,0.66,0.71,0.85,0.66
210008,0.80,0.83,0.63,0.71,0.63,0.74,0.88,0.78
210009,0.81,0.81,0.63,0.70,0.64,0.70,0.87,0.82
210011,0.73,0.79,0.53,0.66,0.56,0.57,0.82,0.63
210012,0.74,0.76,0.58,0.67,0.55,0.67,0.80,0.65
210013,0.67,0.76,0.44,0.59,0.58,0.63,0.78,0.47
210015,0.76,0.78,0.53,0.68,0.60,0.57,0.88,0.71
210016,0.73,0.76,0.56,0.66,0.56,0.59,0.84,0.62
210017,0.80,0.84,0.72,0.73,0.65,0.75,0.85,0.71
210018,0.72,0.76,0.56,0.61,0.55,0.63,0.87,0.67
210019,0.76,0.77,0.63,0.66,0.60,0.65,0.86,0.67
210022,0.73,0.77,0.52,0.63,0.56,0.63,0.77,0.67
210023,0.80,0.80,0.67,0.73,0.65,0.71,0.88,0.78
210024,0.77,0.81,0.64,0.69,0.60,0.64,0.87,0.69
210027,0.78,0.81,0.61,0.69,0.61,0.70,0.91,0.64
210028,0.79,0.79,0.64,0.69,0.63,0.71,0.90,0.73
210029,0.74,0.78,0.58,0.65,0.61,0.55,0.86,0.63
210030,0.78,0.81,0.69,0.70,0.60,0.69,0.87,0.60
210032,0.75,0.77,0.61,0.62,0.56,0.62,0.90,0.58
210033,0.82,0.78,0.71,0.69,0.66,0.72,0.84,0.71
210034,0.74,0.77,0.61,0.69,0.59,0.67,0.84,0.70
210035,0.71,0.77,0.56,0.64,0.54,0.65,0.79,0.55
210037,0.80,0.83,0.68,0.69,0.62,0.66,0.85,0.66
210038,0.73,0.78,0.58,0.66,0.54,0.58,0.83,0.55
210039,0.74,0.79,0.57,0.65,0.57,0.64,0.85,0.63
210040,0.75,0.74,0.55,0.63,0.58,0.59,0.82,0.60
210043,0.76,0.77,0.59,0.68,0.60,0.66,0.86,0.66
210044,0.73,0.79,0.54,0.65,0.56,0.58,0.81,0.72
210045,,,,,,,,
210048,0.74,0.76,0.56,0.68,0.54,0.62,0.82,0.67
210049,0.78,0.77,0.59,0.69,0.61,0.67,0.83,0.63
210051,0.75,0.77,0.57,0.65,0.62,0.72,0.82,0.65
210055,0.64,0.70,0.52,0.65,0.50,0.51,0.77,0.48
210056,0.76,0.78,0.55,0.67,0.55,0.65,0.85,0.68
210057,0.66,0.76,0.44,0.59,0.51,0.55,0.83,0.54
210060,0.71,0.76,0.52,0.56,0.49,0.56,0.77,0.51
210061,0.80,0.79,0.69,0.71,0.63,0.72,0.88,0.72
210062,,,,,,,,
210063,,,,,,,,
220001,0.78,0.79,0.63,0.68,0.61,0.72,0.85,0.67
220002,0.82,0.84,0.72,0.74,0.65,0.75,0.87,0.78
220008,0.82,0.80,0.64,0.71,0.66,0.77,0.87,0.70
220010,0.81,0.81,0.64,0.72,0.64,0.71,0.86,0.66
220011,0.75,0.79,0.60,0.67,0.61,0.70,0.87,0.63
220012,0.79,0.80,0.63,0.71,0.64,0.77,0.85,0.75
220015,0.78,0.76,0.65,0.72,0.70,0.78,0.84,0.73
220016,0.79,0.79,0.68,0.71,0.62,0.66,0.87,0.66
220017,0.76,0.78,0.61,0.67,0.61,0.69,0.85,0.53
220019,0.81,0.81,0.74,0.71,0.68,0.82,0.85,0.73
220020,0.78,0.78,0.65,0.69,0.60,0.75,0.89,0.64
220024,0.79,0.77,0.62,0.67,0.67,0.73,0.87,0.67
220029,0.82,0.80,0.71,0.74,0.63,0.72,0.87,0.69
220030,0.80,0.84,0.65,0.68,0.67,0.79,0.87,0.76
220031,0.71,0.76,0.57,0.61,0.63,0.67,0.84,0.66
220033,0.80,0.78,0.64,0.71,0.63,0.70,0.87,0.71
220035,0.78,0.78,0.66,0.69,0.59,0.69,0.86,0.69
220036,0.74,0.79,0.58,0.65,0.61,0.64,0.85,0.63
220046,0.81,0.78,0.62,0.72,0.63,0.72,0.88,0.68
220049,0.75,0.75,0.59,0.63,0.60,0.66,0.84,0.57
220050,0.84,0.84,0.73,0.74,0.68,0.77,0.91,0.75
220051,0.82,0.80,0.72,0.76,0.66,0.77,0.92,0.67
220052,0.79,0.77,0.66,0.72,0.65,0.61,0.86,0.61
220058,0.85,0.84,0.80,0.76,0.76,0.82,0.85,0.78
220060,0.74,0.78,0.60,0.68,0.61,0.60,0.86,0.59
220062,,,,,,,,
220063,0.81,0.81,0.67,0.73,0.65,0.72,0.84,0.70
220065,0.80,0.82,0.71,0.68,0.65,0.77,0.89,0.69
220066,0.73,0.76,0.57,0.64,0.54,0.67,0.85,0.63
220067,0.75,0.75,0.61,0.67,0.54,0.66,0.83,0.55
220070,0.82,0.83,0.70,0.75,0.63,0.70,0.89,0.69
220071,0.82,0.81,0.65,0.71,0.65,0.74,0.90,0.81
220073,0.72,0.74,0.60,0.69,0.57,0.62,0.82,0.51
220074,0.78,0.79,0.61,0.71,0.61,0.72,0.88,0.62
220075,0.70,0.80,0.58,0.69,0.55,0.63,0.83,0.66
220077,0.75,0.80,0.61,0.70,0.61,0.66,0.88,0.68
220080,0.76,0.77,0.62,0.67,0.60,0.64,0.86,0.63
220082,0.78,0.78,0.65,0.67,0.60,0.75,0.85,0.64
220083,0.78,0.85,0.62,0.68,0.59,0.70,0.85,0.70
220084,0.81,0.82,0.66,0.74,0.63,0.70,0.85,0.73
220086,0.80,0.80,0.61,0.70,0.67,0.68,0.88,0.75
220088,0.86,0.84,0.71,0.75,0.66,0.81,0.94,0.86
220090,0.83,0.81,0.70,0.73,0.67,0.71,0.88,0.76
220095,0.81,0.82,0.66,0.73,0.67,0.78,0.85,0.73
220098,0.76,0.76,0.60,0.69,0.62,0.79,0.83,0.57
220100,0.81,0.82,0.70,0.76,0.66,0.71,0.90,0.73
220101,0.80,0.83,0.66,0.71,0.65,0.79,0.89,0.77
220105,0.84,0.82,0.72,0.71,0.67,0.72,0.86,0.77
220108,0.84,0.84,0.65,0.70,0.70,0.72,0.88,0.71
220110,0.81,0.84,0.67,0.71,0.68,0.67,0.90,0.81
220111,0.75,0.74,0.53,0.67,0.59,0.60,0.84,0.57
220116,0.79,0.80,0.63,0.68,0.66,0.70,0.89,0.71
220119,0.80,0.85,0.74,0.73,0.68,0.74,0.90,0.74
220126,0.76,0.77,0.55,0.67,0.62,0.71,0.86,0.53
220135,0.78,0.80,0.60,0.71,0.60,0.72,0.87,0.69
220162,,,,,,,,
220163,0.74,0.77,0.55,0.66,0.58,0.65,0.89,0.64
220171,0.80,0.79,0.64,0.72,0.65,0.70,0.87,0.79
220174,0.75,0.76,0.62,0.67,0.58,0.74,0.88,0.60
220175,0.79,0.79,0.66,0.70,0.62,0.69,0.88,0.70
220176,0.78,0.79,0.63,0.69,0.62,0.71,0.89,0.72
220177,0.86,0.83,0.79,0.74,0.65,0.64,0.80,0.75
221300,0.81,0.79,0.74,0.80,0.70,0.78,0.90,0.78
221302,0.91,0.85,0.84,0.81,0.78,0.81,0.93,0.86
221303,0.83,0.79,0.75,0.69,0.68,0.79,0.88,0.70
223302,,,,,,,,
230002,0.75,0.75,0.61,0.69,0.56,0.66,0.86,0.67
230003,0.86,0.84,0.73,0.73,0.68,0.84,0.90,0.82
230004,0.77,0.79,0.62,0.67,0.58,0.66,0.89,0.70
230005,0.79,0.82,0.68,0.70,0.64,0.71,0.87,0.67
230013,0.67,0.80,0.53,0.58,0.56,0.56,0.79,0.56
230015,0.77,0.72,0.67,0.70,0.60,0.77,0.86,0.62
230017,0.80,0.80,0.69,0.71,0.64,0.72,0.88,0.80
230019,0.76,0.79,0.62,0.67,0.60,0.59,0.85,0.70
230020,0.79,0.77,0.64,0.70,0.61,0.66,0.81,0.64
230021,0.79,0.82,0.63,0.71,0.64,0.73,0.85,0.71
230022,0.80,0.76,0.65,0.69,0.67,0.71,0.84,0.69
230024,0.73,0.77,0.55,0.64,0.54,0.61,0.82,0.56
230029,0.76,0.74,0.60,0.67,0.57,0.56,0.86,0.70
230030,0.80,0.82,0.65,0.68,0.63,0.74,0.90,0.73
230031,0.75,0.77,0.61,0.70,0.57,0.70,0.90,0.69
230035,0.80,0.81,0.63,0.72,0.69,0.82,0.91,0.74
230036,0.77,0.79,0.78,0.65,0.60,0.74,0.87,0.61
230037,0.79,0.78,0.67,0.68,0.63,0.74,0.88,0.69
230038,0.81,0.78,0.65,0.70,0.62,0.75,0.89,0.76
230040,0.81,0.84,0.68,0.70,0.63,0.66,0.92,0.72
230041,0.75,0.78,0.61,0.67,0.58,0.62,0.88,0.64
